id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
68358,Star Trek,7.432,9314,2009-05-06,127,English,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",43.385,/9vaRPXj44Q2meHgt3VVfQufiHOJ.jpg,"Science Fiction, Action, Adventure","paramount, spyglass entertainment, bad robot",United States of America,English,Netflix,star trek
1291,Indiana Jones and the Last Crusade,7.847,9301,1989-05-24,127,English,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",52.439,/npUCnxl1fqgt3aQiMQq0iJdZMZp.jpg,"Adventure, Action","paramount, lucasfilm ltd.",United States of America,"Arabic, English, German, Greek",Netflix,indiana jones and the last crusade
7305,Black Widow,7.303,9298,2021-07-07,134,English,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",56.256,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,"Action, Adventure, Science Fiction",marvel studios,United States of America,"English, Russian",Prime Video,black widow
2389,Psycho,8.437,9272,1960-06-22,109,English,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",51.373,/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,"Horror, Drama, Thriller",shamley productions,United States of America,English,Netflix,psycho
168366,Beauty and the Beast,7.734,9256,1991-10-22,84,English,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",72.077,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,"Romance, Family, Animation, Fantasy","walt disney pictures, silver screen partners iv, walt disney feature animation",United States of America,"French, English",Prime Video,beauty and the beast
177763,Murder on the Orient Express,6.706,9243,2017-11-03,114,English,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,37.493,/kc2gJjebceoFgOQbukzPzP8SXVZ.jpg,"Mystery, Drama, Crime","the mark gordon company, scott free productions, genre films, 20th century fox","United Kingdom, United States of America","German, English, Arabic, French",Prime Video,murder on the orient express
55247,Into the Wild,7.81,9026,2007-09-11,148,English,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",30.993,/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg,"Adventure, Drama","river road entertainment, paramount vantage, into the wild, the linson company, square one c.i.h.",United States of America,"Danish, English",Netflix,into the wild
778,Trainspotting,8.0,9017,1996-02-23,94,English,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",27.042,/bhY62Dw8iW54DIhxPQerbuB9DOP.jpg,"Drama, Crime","noel gay motion picture company, figment films, film4 productions, miramax",United Kingdom,English,Netflix,trainspotting
166643,Hidden Figures,8.058,8958,2016-12-10,127,English,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",70.299,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,"Drama, History","fox 2000 pictures, levantine films, chernin entertainment, 20th century fox",United States of America,English,Disney Plus,hidden figures
112175,How to Train Your Dragon 2,7.673,8929,2014-06-05,102,English,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",42.798,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,"Fantasy, Action, Adventure, Animation, Comedy, Family","dreamworks animation, mad hatter entertainment, vertigo entertainment, 20th century fox",United States of America,English,Netflix,how to train your dragon 2
1907,Mulan,7.915,8920,1998-06-18,88,English,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",73.011,/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg,"Animation, Family, Adventure","walt disney pictures, walt disney feature animation",United States of America,"English, Mandarin",Disney Plus,mulan
107406,Snowpiercer,6.902,8905,2013-08-01,127,ko,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",34.597,/9JPx09Rr0Txq2eSQfjq1DEBR5cx.jpg,"Action, Science Fiction, Drama","cj entertainment, opus pictures, stillking films, moho film, union investment partners, radius-twc, the weinstein company, snowpiercer","Czech Republic, South Korea, United States of America","English, French, Japanese, Korean",Netflix,snowpiercer
30707,Million Dollar Baby,7.958,8874,2004-12-15,132,English,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",20.717,/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,Drama,"lakeshore entertainment, malpaso productions, epsilon motion pictures, albert s. ruddy productions, warner bros. pictures","Switzerland, United States of America","Irish, English",Netflix,million dollar baby
180985,The Greatest Showman,7.908,8844,2017-12-20,105,English,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",33.346,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,Drama,"chernin entertainment, 20th century fox, tsg entertainment",United States of America,English,Disney Plus,the greatest showman
122902,Fantastic Four,5.775,8765,2005-06-29,106,English,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",23.572,/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,"Action, Adventure, Fantasy, Science Fiction","kumar mobiliengesellschaft mbh & co. projekt nr. 3 kg, 1492 pictures, marvel enterprises, 20th century fox, bernd eichinger productions, constantin film","Germany, United States of America",English,Disney Plus,fantastic four
70286,District 9,7.423,8721,2009-08-05,112,English,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",35.709,/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,Science Fiction,"tristar pictures, block / hanson, wingnut films, district 9","New Zealand, South Africa, United States of America","Afrikaans, Chichewa; Nyanja, Sotho, Xhosa, Zulu, English",Netflix,district 9
140174,Room,8.033,8684,2015-10-16,118,English,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",17.002,/dIxoYFcj6EqD5KScuU8lWCftnvH.jpg,"Drama, Thriller","elevation pictures, téléfilm canada, element pictures, filmnation entertainment, no trace camping, film4 productions, fís éireann/screen ireland","Canada, Ireland, United Kingdom, United States of America",English,Netflix,room
2115,Indiana Jones and the Temple of Doom,7.294,8505,1984-05-23,118,English,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",53.304,/n9WlJCilqSZ3m1ROSzv31v7KVOf.jpg,"Adventure, Action","paramount, lucasfilm ltd.",United States of America,"Mandarin, English, Sinhalese",Netflix,indiana jones and the temple of doom
111364,Godzilla,6.289,8360,2014-05-14,123,English,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",44.153,/zokD6uxR2iWfYM3Y84yGJvnNTK7.jpg,"Action, Drama, Science Fiction",legendary pictures,United States of America,"English, Japanese, Tagalog",Netflix,godzilla
97225,Hotel Transylvania,7.0,8037,2012-09-20,91,English,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",50.394,/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,"Animation, Comedy, Family, Fantasy","columbia pictures, sony pictures animation",United States of America,English,Netflix,hotel transylvania
